שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,c_str,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,speed,ratio,mode
ערב אל נעים,1335,ARAB AL NAIM,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,2.0,848.0,0.0,0.0,848.0,,450,,2274875480.0,303.0,205.0,10004513.0,2021,Arab Al Naim,210.0,2274875480,35.29018970366234,32.88802442873933,"32.8880,35.2902",46108,2852,"Haifa, Israel","Unnamed Road, Israel",27928.21962736761,35.253012152357435,0.605713100272569,driving
עשרת,591,ASERET,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,968.0,968.0,960.0,0.0,1954,350,,1761763696.0,56.0,456.0,15002488.0,2021,Aseret,,1761763696,34.74722717758974,31.824600422066656,"31.8246,34.7472",128897,5461,"Haifa, Israel","Ha-Dekel St 3, Aseret, Israel",111587.13773028458,73.56046435250403,0.86570779560645,driving
עתניאל,3748,OTNI'EL,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,994.0,994.0,994.0,0.0,1983,370,11.0,2027959416.0,699.0,715.0,15003512.0,2021,Otni'el,710.0,2027959416,35.02912524244329,31.439304900892598,"31.4393,35.0291",211426,8476,"Haifa, Israel","Erets ha-Negev St 58, Otniel",151704.12086993066,64.43308578713432,0.717528217295558,driving
פארן,1151,PARAN,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,508.0,505.0,480.0,3.0,1972,310,1.0,2146647484.0,106.0,657.0,10001918.0,2021,Paran,610.0,2146647484,35.154547741964635,30.36319144905815,"30.3632,35.1545",340284,13217,"Haifa, Israel","10, Paran, Israel",271701.7526353613,74.00516830500875,0.7984558563886673,driving
פדויים,750,PEDUYIM,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,503.0,503.0,494.0,0.0,1950,310,1.0,1629858183.0,116.0,651.0,10001893.0,2021,Peduyim,620.0,1629858183,34.61107032658759,31.32684983939032,"31.3268,34.6111",200754,7716,"Haifa, Israel","311, Peduim, Israel",168416.0933599449,78.57671540899452,0.8389177468939344,driving
פדיה,838,PEDAYA,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,827.0,827.0,824.0,0.0,1951,310,1.0,1889964061.0,101.0,426.0,10002228.0,2021,Pedaya,,1889964061,34.88252248478529,31.85793117709597,"31.8579,34.8825",123077,4941,"Haifa, Israel","208, Pedaya, Israel",105808.65237437152,77.09191429826706,0.8596947632325416,driving
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,379.0,379.0,354.0,0.0,1949,350,,2515473616.0,37.0,214.0,10004552.0,2021,Poriyya-Kefar Avoda,214.0,2515473616,35.54667011697563,32.71951090660977,"32.7195,35.5467",68175,3202,"Haifa, Israel","Neve Oved Intersection, Poria - Kfar Avoda, Israel",51166.59630849026,57.526466805298234,0.7505184643709609,driving
פטיש,749,PATTISH,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,998.0,996.0,992.0,2.0,1950,310,1.0,1581258191.0,96.0,651.0,10001893.0,2021,Pattish,620.0,1581258191,34.560006318015255,31.327325180563708,"31.3273,34.5600",205253,7970,"Haifa, Israel","Hahita St 448, Patish, Israel",169500.10787538075,76.56215663128867,0.8258106233544978,driving
פלך,1185,PELEKH,2,הצפון,24,עכו,243.0,56.0,מועצה אזורית משגב,,1.0,196.0,196.0,190.0,0.0,1980,330,15.0,2221675987.0,495.0,205.0,15002358.0,2021,Pelekh,210.0,2221675987,35.23335011082643,32.93376561809806,"32.9338,35.2334",47723,3088,"Haifa, Israel","Pelekh Center, Pelekh, Israel",25497.717515678036,29.725318347293047,0.534285722097899,driving
פלמחים,597,PALMAHIM,4,המרכז,44,רחובות,442.0,27.0,מועצה אזורית גן רווה,143.0,1.0,743.0,743.0,724.0,0.0,1949,330,15.0,1723464906.0,18.0,456.0,15002488.0,2021,Palmahim,,1723464906,34.706186985631774,31.933565562422217,"31.9336,34.7062",116589,5142,"Haifa, Israel","Derech HaYam 1, Palmahim, 76890, Israel",100817.6351425956,70.58410861791991,0.8647268193619947,driving
פני חבר,3723,PENE HEVER,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,729.0,729.0,728.0,0.0,1982,370,11.0,2157559933.0,792.0,715.0,15003512.0,2021,Pene Hever,710.0,2157559933,35.16543384694732,31.486046331914068,"31.4860,35.1654",201624,8404,"Haifa, Israel","מעלה חבר 19, Pnei Hever",147236.04139845812,63.07112672946802,0.7302505723448505,driving
"פעמי תש""ז",2059,PA'AME TASHAZ,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,586.0,586.0,584.0,0.0,1953,310,1.0,1708159424.0,179.0,651.0,10001930.0,2021,Pa'ame Tashaz,620.0,1708159424,34.69272709793712,31.43912460205918,"31.4391,34.6927",179234,6771,"Haifa, Israel","Ha-Gefen St 240, Pa'amei Tashaz, Israel",154601.67999175066,82.19850066021303,0.862568932187814,driving
פצאל,3615,PEZA'EL,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,361.0,360.0,360.0,1.0,1975,310,1.0,2419266123.0,-235.0,712.0,10003299.0,2021,Peza'el,710.0,2419266123,35.44227964281591,32.04406983998912,"32.0441,35.4423",128925,6545,"Haifa, Israel","2CVR+QVH, Fatsa'el",93740.69805308618,51.560964551735715,0.7270948074701274,driving
פקיעין חדשה,281,PEQI'IN HADASHA,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,577.0,562.0,542.0,15.0,1955,310,19.0,2304976544.0,542.0,255.0,10004484.0,2021,Peqi'in Hadasha,212.0,2304976544,35.32248471703405,32.98393628221723,"32.9839,35.3225",58695,3365,"Haifa, Israel","27, Peki'in HaHadasha, Israel",35511.27644477782,37.9912615753938,0.6050136543960783,driving
פרוד,599,PAROD,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,605.0,600.0,576.0,5.0,1949,330,15.0,2407475969.0,427.0,209.0,10004528.0,2021,Parod,211.0,2407475969,35.43201053376966,32.931938709821644,"32.9319,35.4320",56858,3246,"Haifa, Israel","נחל נריה 37, Israel",42038.44921128233,46.623049032845465,0.739358563637172,driving
פרזון,2053,PERAZON,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,361.0,361.0,352.0,0.0,1953,310,1.0,2294471684.0,78.0,204.0,10004394.0,2021,Perazon,213.0,2294471684,35.31072918916087,32.54572094362353,"32.5457,35.3107",50859,2830,"Haifa, Israel","13, Prazon, Israel",40261.07046285752,51.21549599515444,0.7916213543887516,driving
פרי גן,1231,PERI GAN,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,252.0,252.0,252.0,0.0,1981,310,6.0,1385557032.0,92.0,651.0,10001893.0,2021,Peri Gan,620.0,1385557032,34.35534643170963,31.22160843536894,"31.2216,34.3553",209044,9108,"Haifa, Israel","Te'ena St 54, Pri Gan, Israel",186371.18200252936,73.664498815229,0.8915404508262823,driving
פתחיה,839,PETAHYA,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,886.0,886.0,876.0,0.0,1951,310,6.0,1892964165.0,102.0,426.0,10002228.0,2021,Petahya,,1892964165,34.88566008222263,31.86731803608506,"31.8673,34.8857",122904,4884,"Haifa, Israel","HaBrosh St 34, Petahia, Israel",104738.51190119806,77.20283432520742,0.852197747031814,driving
צאלים,413,ZE'ELIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,470.0,470.0,424.0,0.0,1947,330,15.0,1555756821.0,143.0,651.0,10001893.0,2021,Ze'elim,620.0,1555756821,34.5340900479377,31.203634276635757,"31.2036,34.5341",220804,8564,"Haifa, Israel","Tse'elim Center, Tze'elim, Israel",183438.66038398189,77.11106695263133,0.8307759840581778,driving
צביה,1180,ZVIYYA,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,1.0,327.0,327.0,319.0,0.0,1979,370,19.0,2313675498.0,254.0,205.0,10004513.0,2021,Zviyya,210.0,2313675498,35.331657242327076,32.88961213843928,"32.8896,35.3317",50716,3174,"Haifa, Israel","Ha-Kalil St, Tsvia, Israel",31655.711828258347,35.90439904906429,0.6241760357334637,driving
צבעון,1213,ZIV'ON,2,הצפון,24,עכו,244.0,1.0,מועצה אזורית הגליל העליון,,1.0,338.0,338.0,312.0,0.0,1980,330,15.0,2392377000.0,758.0,253.0,10004528.0,2021,Ziv'on,211.0,2392377000,35.41608709115647,33.02492853099239,"33.0249,35.4161",72453,4137,"Haifa, Israel","8860, Tziv'on, Israel",45305.36363494955,39.42453688320483,0.6253069387734055,driving
צובה,465,ZOVA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,623.0,623.0,603.0,0.0,1948,330,15.0,2114063231.0,723.0,151.0,15000597.0,2021,Zova,,2114063231,35.119382794519105,31.783457771667653,"31.7835,35.1194",146821,5951,"Haifa, Israel","צובה 1, Zuba, Israel",113900.21824311538,68.90283745172499,0.7757760691121527,driving
צוחר,1136,ZOHAR,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,475.0,474.0,446.0,1.0,1973,350,,1452657190.0,135.0,651.0,10001893.0,2021,Zohar,620.0,1452657190,34.425643781597834,31.236302987403494,"31.2363,34.4256",204292,8812,"Haifa, Israel","Strauss Factory/Tzochar, Tzohar, Israel",182726.7634283834,74.65006222675672,0.8944391529202484,driving
צופר,1150,ZOFAR,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,464.0,463.0,451.0,1.0,1970,310,1.0,2171749669.0,-2.0,657.0,10001918.0,2021,Zofar,610.0,2171749669,35.18060932325896,30.560291352480622,"30.5603,35.1806",316137,12259,"Haifa, Israel","Tzofar Center, Tzofar, Israel",249963.6447106813,73.40477371387982,0.7906813967067484,driving
צוקי ים,1102,ZUQI YAM,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,301.0,301.0,297.0,0.0,1956,350,,1869369644.0,30.0,409.0,10002089.0,2021,Zuqi Yam,,1869369644,34.858865103327425,32.36133661887844,"32.3613,34.8589",57903,2544,"Haifa, Israel","Derech HaShunit 23, Tsukei Yam, Israel",51130.7981212678,72.35490300179406,0.8830422969667858,driving
צוקים,1262,ZUQIM,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,346.0,346.0,331.0,0.0,1983,370,,2157948903.0,44.0,657.0,10001918.0,2021,Zuqim,610.0,2157948903,35.166252430747804,30.49119347278291,"30.4912,35.1663",325254,12687,"Haifa, Israel","34, Tzukim, Israel",257549.2882134007,73.08090467157268,0.7918404945470331,driving
צור נתן,1148,ZUR NATAN,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,141.0,1.0,298.0,298.0,295.0,0.0,1970,320,9.0,2014368303.0,184.0,417.0,10002155.0,2021,Zur Natan,410.0,2014368303,35.013173414234416,32.24073838602811,"32.2407,35.0132",85394,3833,"Haifa, Israel","3, Tzur Natan, Israel",62577.97695510045,58.77399348770196,0.7328146820045958,driving
צוריאל,774,ZURI'EL,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,392.0,388.0,381.0,4.0,1950,310,1.0,2296776797.0,635.0,255.0,10004484.0,2021,Zuri'el,212.0,2296776797,35.3137401106438,33.00675639630498,"33.0068,35.3137",57142,3220,"Haifa, Israel","37, Tzuriel, Israel",36358.23931643387,40.64896321091985,0.636278732218576,driving
צורית,1221,ZURIT,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,241.0,1.0,943.0,942.0,910.0,1.0,1981,370,9.0,2238775641.0,343.0,205.0,10004465.0,2021,Zurit,210.0,2238775641,35.251617597184264,32.902562001773816,"32.9026,35.2516",38792,2184,"Haifa, Israel","Ha-Alon St 615, Tzurit, Israel",25226.013011716197,41.58134012920252,0.6502890547462414,driving
צפרירים,1079,ZAFRIRIM,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,416.0,416.0,412.0,0.0,1958,310,1.0,1947461865.0,329.0,151.0,15000597.0,2021,Zafririm,,1947461865,34.943833879615035,31.660027591164695,"31.6600,34.9438",151377,6102,"Haifa, Israel","37, Tzafririm, Israel",127294.79227105546,75.10017243130116,0.8409123728905676,driving
צרעה,567,ZOR'A,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,947.0,947.0,934.0,0.0,1948,330,15.0,1971663005.0,206.0,151.0,15000597.0,2021,Zor'a,,1971663005,34.96909048684271,31.762887221528853,"31.7629,34.9691",138767,5409,"Haifa, Israel","מצופות 23, צרעה, 9980300, Israel",115770.97153528644,77.05222731133874,0.8342831619569958,driving
קבוצת יבנה,334,QEVUZAT YAVNE,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,957.0,957.0,956.0,0.0,1941,330,3.0,1735563595.0,50.0,456.0,10001821.0,2021,Qevuzat Yavne,420.0,1735563595,34.719601734687515,31.815389792686098,"31.8154,34.7196",127804,5435,"Haifa, Israel","RP89+9X, Kvutzat Yavne, Israel",113181.5812875097,74.9684807056182,0.8855871591461121,driving
קדמת צבי,4025,QIDMAT ZEVI,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,537.0,537.0,505.0,0.0,1985,310,7.0,2655377065.0,474.0,219.0,10004579.0,2021,Qidmat Zevi,211.0,2655377065,35.697613041847895,33.02999418909589,"33.0300,35.6976",105572,4949,"Haifa, Israel","58, Kidmat Tsvi",69064.16007084485,50.23862926955779,0.654190126840875,driving
קדרים,1211,QADDARIM,2,הצפון,21,צפת,214.0,1.0,מועצה אזורית הגליל העליון,,1.0,293.0,293.0,289.0,0.0,1980,330,15.0,2447075593.0,108.0,253.0,10004552.0,2021,Qaddarim,211.0,2447075593,35.47424838301786,32.89795169794928,"32.8980,35.4742",71888,3273,"Haifa, Israel","Office, Kadarim, Israel",44741.45929999852,49.211504271309096,0.6223772994101731,driving
קוממיות,766,QOMEMIYYUT,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,555.0,555.0,555.0,0.0,1950,310,19.0,1745361889.0,70.0,631.0,10001813.0,2021,Qomemiyyut,,1745361889,34.730735221915516,31.66157904309716,"31.6616,34.7307",153445,6164,"Haifa, Israel","129, Komemiyut, Israel",129639.08399360755,75.71393614162673,0.8448570106136241,driving
קורנית,1179,QORANIT,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,915.0,915.0,888.0,0.0,1982,370,10.0,2239674988.0,442.0,205.0,10004513.0,2021,Qoranit,210.0,2239674988,35.252547750487665,32.84368166306087,"32.8437,35.2525",35144,2283,"Haifa, Israel","37, Koranit, Israel",23222.406041124163,36.61877430926281,0.6607786831642432,driving
קטורה,1052,QETURA,6,הדרום,62,באר שבע,625.0,53.0,מועצה אזורית חבל אילות,,1.0,507.0,506.0,469.0,1.0,1970,330,15.0,2056143125.0,114.0,608.0,10001955.0,2021,Qetura,610.0,2056143125,35.06097880721399,29.96991224390889,"29.9699,35.0610",378470,14894,"Haifa, Israel","Ktora, Ketura, Israel",315120.0058018145,76.16704853541911,0.8326155462832312,driving
קלחים,414,QELAHIM,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,679.0,678.0,673.0,1.0,1954,310,10.0,1694059538.0,170.0,651.0,10001930.0,2021,Qelahim,620.0,1694059538,34.677838265158336,31.449345602441824,"31.4493,34.6778",181274,6855,"Haifa, Israel","54, Klahim, Israel",153764.13434692554,80.75140534630663,0.8482415257947943,driving
קליה,3601,QALYA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,489.0,483.0,469.0,6.0,1968,330,15.0,2443462865.0,-361.0,713.0,10003314.0,2021,Qalya,710.0,2443462865,35.4670660505657,31.750207946719144,"31.7502,35.4671",191266,7930,"Haifa, Israel","Kalya/Center, Kalya",124797.54299800923,56.65462229417822,0.652481585843847,driving
קלע,4024,QELA,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,390.0,390.0,353.0,0.0,1984,370,9.0,2642178191.0,642.0,219.0,10004579.0,2021,Qela,211.0,2642178191,35.68403490693119,33.13157195930975,"33.1316,35.6840",112959,5370,"Haifa, Israel","145, Bruchim Qela' Alon",72803.64298913296,48.806911501094724,0.6445138766201273,driving
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,169.0,166.0,155.0,3.0,1952,340,,2099563543.0,716.0,151.0,10002475.0,2021,Qiryat Ye'arim(Institute),,2099563543,35.10404344470284,31.811583945477594,"31.8116,35.1040",138182,5506,"Haifa, Israel","Ha-Limon St 7, Abu Ghosh, Israel",110659.94738467275,72.35303497726515,0.8008275128791937,driving
קריית נטפים,3746,QIRYAT NETAFIM,7,אזור יהודה ושומרון,73,טול כרם,,72.0,מועצה אזורית שומרון,145.0,1.0,991.0,991.0,990.0,0.0,1983,370,2.0,2107066931.0,429.0,710.0,15004488.0,2021,Qiryat Netafim,710.0,2107066931,35.111657683050275,32.11712433786883,"32.1171,35.1117",112521,4720,"Haifa, Israel","37, Kiryat Netafim",76931.03311946131,58.67621170128405,0.6837037808005734,driving
קריית ענבים,78,QIRYAT ANAVIM,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,456.0,449.0,407.0,7.0,1920,330,15.0,2114163531.0,677.0,151.0,10002475.0,2021,Qiryat Anavim,,2114163531,35.11946363645262,31.81051296450637,"31.8105,35.1195",140539,5534,"Haifa, Israel","Kiryat Anavim Center, Kiryat Anavim, Israel",110905.30994297555,72.14656953283557,0.7891425863495226,driving
קריית שלמה,412,QIRYAT SHELOMO,4,המרכז,41,השרון,411.0,19.0,מועצה אזורית חוף השרון,141.0,1.0,207.0,202.0,152.0,5.0,1945,340,,1871368234.0,28.0,401.0,15000060.0,2021,Qiryat Shelomo,,1871368234,34.86146905357395,32.2341955590451,"32.2342,34.8615",79805,3685,"Haifa, Israel","Unnamed Road, Israel",64791.09286288109,63.29659004243471,0.8118675880318412,driving
קשת,4006,QESHET,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,863.0,863.0,863.0,0.0,1974,320,2.0,2759176514.0,701.0,219.0,10004579.0,2021,Qeshet,211.0,2759176514,35.808376868423764,32.979826605060005,"32.9798,35.8084",109719,5325,"Haifa, Israel","211, Keshet",77199.96117025384,52.19152304467865,0.7036152459487768,driving
ראס אל-עין,1334,RAS AL-EIN,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,2.0,410.0,0.0,0.0,410.0,,450,,2351775772.0,222.0,205.0,10004465.0,2021,Ras Al-Ein,210.0,2351775772,35.372421678351685,32.91427001331834,"32.9143,35.3724",52075,2913,"Haifa, Israel","Ras Al-Ain Intersection, Ras al-Ein, Israel",36139.89338364837,44.66310201892693,0.6939969924848463,driving
ראס עלי,990,RAS ALI,3,חיפה,31,חיפה,311.0,12.0,מועצה אזורית זבולון,222.0,2.0,656.0,0.0,0.0,656.0,,450,,2147974196.0,63.0,301.0,10004207.0,2021,Ras Ali,310.0,2147974196,35.15463716136186,32.772266883754526,"32.7723,35.1546",20192,1494,"Haifa, Israel","Unnamed Road, Ras Ali, Israel",14080.236313481375,33.9282802734491,0.6973175670305752,driving
ראש צורים,3602,ROSH ZURIM,7,אזור יהודה ושומרון,76,בית לחם,,76.0,מועצה אזורית גוש עציון,445.0,1.0,948.0,948.0,948.0,0.0,1969,330,3.0,2119361950.0,918.0,714.0,15000586.0,2021,Rosh Zurim,,2119361950,35.125076927788015,31.667934700726615,"31.6679,35.1251",163114,7284,"Haifa, Israel","Office, Rosh Tzurim",126743.18467541243,62.64078320036858,0.7770221113786212,driving
רבדים,564,REVADIM,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,825.0,825.0,816.0,0.0,1948,330,15.0,1826563130.0,79.0,632.0,10001821.0,2021,Revadim,420.0,1826563130,34.81588458957488,31.77378504109125,"31.7738,34.8159",134371,5195,"Haifa, Israel","Revadim, Revadim, Israel",115924.49986521287,80.33266593162008,0.8627196334418354,driving
רביד,1225,RAVID,2,הצפון,22,כנרת,222.0,6.0,מועצה אזורית עמק הירדן,,1.0,143.0,142.0,141.0,1.0,1981,330,15.0,2437875070.0,164.0,214.0,10004552.0,2021,Ravid,214.0,2437875070,35.4642777969996,32.850814930176874,"32.8508,35.4643",63189,2909,"Haifa, Israel","Ravid Center, Ravid, Israel",42895.14920905157,53.08440603388988,0.6788388676676569,driving
רגבים,444,REGAVIM,3,חיפה,32,חדרה,323.0,14.0,מועצה אזורית מנשה,,1.0,528.0,528.0,518.0,0.0,1948,330,15.0,2034971441.0,99.0,351.0,10004233.0,2021,Regavim,,2034971441,35.03450209880502,32.523739034738895,"32.5237,35.0345",52733,2847,"Haifa, Israel","נחל ליד רגבים, ליד, Regavim, Israel",31202.172157370704,39.454801463482454,0.5917010630415622,driving
רווחה,2051,REWAHA,6,הדרום,61,אשקלון,612.0,34.0,מועצה אזורית שפיר,,1.0,567.0,567.0,567.0,0.0,1953,310,2.0,1747761753.0,84.0,631.0,10001813.0,2021,Rewaha,,1747761753,34.733327593340434,31.64932355189341,"31.6493,34.7333",153277,6192,"Haifa, Israel","41, Revaha, Israel",130926.02247052801,76.11978050612093,0.8541791819420266,driving
רוויה,2016,REWAYA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,444.0,441.0,437.0,3.0,1952,310,2.0,2447470611.0,-109.0,202.0,10004568.0,2021,Rewaya,214.0,2447470611,35.47332671436595,32.44872223175048,"32.4487,35.4733",77194,4353,"Haifa, Israel","128, Revaya, 10900, Israel",58735.130095142944,48.574883607285685,0.7608768828554414,driving
רוחמה,362,RUHAMA,6,הדרום,61,אשקלון,614.0,37.0,מועצה אזורית שער הנגב,,1.0,751.0,715.0,680.0,36.0,1944,330,15.0,1721160075.0,165.0,651.0,10001829.0,2021,Ruhama,620.0,1721160075,34.706090532852706,31.49788895557263,"31.4979,34.7061",183266,6966,"Haifa, Israel","Kibbutz Ruhama - Dining Room, Kibbutz Ruhama, Israel",147945.60446804843,76.45767672767361,0.8072725135488766,driving
רועי,3619,RO'I,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,171.0,165.0,164.0,6.0,1976,310,10.0,2463068380.0,30.0,712.0,10003299.0,2021,Ro'i,710.0,2463068380,35.48928554433868,32.247505573086954,"32.2475,35.4893",103432,5533,"Haifa, Israel",Ro'I A,76502.1274713373,49.77546699743616,0.7396369351007164,driving
רותם,3782,ROTEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,262.0,262.0,262.0,0.0,1983,370,,2490869373.0,-70.0,712.0,10003299.0,2021,Rotem,710.0,2490869373,35.51909359739849,32.33697982183362,"32.3370,35.5191",90801,4997,"Haifa, Israel","יישוב, Rotem",70560.3351293992,50.833941658162324,0.7770876436316693,driving
רחוב,854,REHOV,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,406.0,406.0,406.0,0.0,1951,310,2.0,2462270634.0,-122.0,202.0,10004568.0,2021,Rehov,214.0,2462270634,35.489072506971226,32.45076162789797,"32.4508,35.4891",76048,4139,"Haifa, Israel","133, Rehov, Israel",59686.13086443392,51.91352285865236,0.7848481336055376,driving
רחלים,3822,REHELIM,7,אזור יהודה ושומרון,72,שכם,,72.0,מועצה אזורית שומרון,,1.0,975.0,975.0,975.0,0.0,2013,370,11.0,2244166767.0,549.0,710.0,15004488.0,2021,Rehelim,710.0,2244166767,35.25692231599628,32.10235798429837,"32.1024,35.2569",126957,5666,"Haifa, Israel",107,81369.07680818305,51.699378134390926,0.6409183960567991,driving
ריחן,3568,REHAN,7,אזור יהודה ושומרון,71,ג'נין,,72.0,מועצה אזורית שומרון,,1.0,384.0,384.0,363.0,0.0,1977,320,6.0,2129770830.0,362.0,710.0,15004488.0,2021,Rehan,710.0,2129770830,35.13544526978208,32.468738664238785,"32.4687,35.1354",60538,3084,"Haifa, Israel","19, Reihan",39071.18776185766,45.60839038349143,0.6453993815761615,driving
רימונים,3565,RIMMONIM,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,445.0,1.0,715.0,709.0,679.0,6.0,1977,370,10.0,2323664896.0,668.0,711.0,10003299.0,2021,Rimmonim,710.0,2323664896,35.34089756220521,31.93356743519173,"31.9336,35.3409",154019,6665,"Haifa, Israel",Rimonim/Office,101640.02764308477,54.89933976220633,0.6599187609521213,driving
רם-און,1069,RAM-ON,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,984.0,984.0,978.0,0.0,1960,310,1.0,2246471474.0,79.0,204.0,10004394.0,2021,Ram-On,213.0,2246471474,35.25961593523006,32.52681738745179,"32.5268,35.2596",48478,2739,"Haifa, Israel","44, Ram-On, Israel",38708.69163199302,50.87670313076848,0.7984795501463141,driving
רמות,4702,RAMOT,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,544.0,544.0,531.0,0.0,1970,310,1.0,2627375064.0,-10.0,219.0,10004579.0,2021,Ramot,211.0,2627375064,35.666703072525095,32.84968981452139,"32.8497,35.6667",97048,4710,"Haifa, Israel","Yarden St 37, Ramot",61700.004825815806,47.15923935731145,0.6357679171731082,driving
רמות מאיר,735,RAMOT ME'IR,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,755.0,753.0,747.0,2.0,1949,310,1.0,1865064238.0,82.0,426.0,10002241.0,2021,Ramot Me'ir,,1865064238,34.85615262580316,31.873823944110384,"31.8738,34.8562",126216,5127,"Haifa, Israel","Derech HaHamamot 63, Ramot Me'ir, Israel",104363.82998840747,73.280629599818,0.8268668789092307,driving
רמות נפתלי,372,RAMOT NAFTALI,2,הצפון,21,צפת,212.0,55.0,מועצה אזורית מבואות החרמון,,1.0,545.0,545.0,528.0,0.0,1945,310,1.0,2520277853.0,436.0,253.0,10004591.0,2021,Ramot Naftali,211.0,2520277853,35.553285266085396,33.10153116706869,"33.1015,35.5533",108554,4883,"Haifa, Israel","6, Ramot Naftali, Israel",60666.84673203644,44.726735251962154,0.5588633005880617,driving
