שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
פקיעין חדשה,281,PEQI'IN HADASHA,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,577.0,562.0,542.0,15.0,1955,310,19.0,2304976544.0,542.0,255.0,10004484.0,2021,Peqi'in Hadasha,212.0,35.32248471703405,32.98393628221723,"32.9839,35.3225",86218,9578,"Hof HaCarmel Regional Council, Israel","27, Peki'in HaHadasha, Israel",35511.27644477782,transit,13.347316266569237,0.4118777569043334
פרוד,599,PAROD,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,605.0,600.0,576.0,5.0,1949,330,15.0,2407475969.0,427.0,209.0,10004528.0,2021,Parod,211.0,35.43201053376966,32.931938709821644,"32.9319,35.4320",96094,7350,"Hof HaCarmel Regional Council, Israel","נחל נריה 37, Israel",42038.44921128233,transit,20.5902608381791,0.437472154466276
פרזון,2053,PERAZON,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,361.0,361.0,352.0,0.0,1953,310,1.0,2294471684.0,78.0,204.0,10004394.0,2021,Perazon,213.0,35.31072918916087,32.54572094362353,"32.5457,35.3107",76496,8286,"Hof HaCarmel Regional Council, Israel","13, Prazon, Israel",40261.07046285752,transit,17.492137782559386,0.5263160225744813
פרי גן,1231,PERI GAN,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,252.0,252.0,252.0,0.0,1981,310,6.0,1385557032.0,92.0,651.0,10001893.0,2021,Peri Gan,620.0,34.35534643170963,31.22160843536894,"31.2216,34.3553",217517,15274,"Hof HaCarmel Regional Council, Israel","Te'ena St 54, Pri Gan, Israel",186371.18200252936,transit,43.92668948599618,0.8568120284967582
פתחיה,839,PETAHYA,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,886.0,886.0,876.0,0.0,1951,310,6.0,1892964165.0,102.0,426.0,10002228.0,2021,Petahya,,34.88566008222263,31.86731803608506,"31.8673,34.8857",140894,10426,"Hof HaCarmel Regional Council, Israel","HaBrosh St 34, Petahia, Israel",104738.51190119806,transit,36.16522567085297,0.7433851824861105
צאלים,413,ZE'ELIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,470.0,470.0,424.0,0.0,1947,330,15.0,1555756821.0,143.0,651.0,10001893.0,2021,Ze'elim,620.0,34.5340900479377,31.203634276635757,"31.2036,34.5341",197702,14855,"Hof HaCarmel Regional Council, Israel","Tse'elim Center, Tze'elim, Israel",183438.66038398189,transit,44.45501025798282,0.9278543483828281
צביה,1180,ZVIYYA,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,1.0,327.0,327.0,319.0,0.0,1979,370,19.0,2313675498.0,254.0,205.0,10004513.0,2021,Zviyya,210.0,35.331657242327076,32.88961213843928,"32.8896,35.3317",100844,8435,"Hof HaCarmel Regional Council, Israel","Ha-Kalil St, Tsvia, Israel",31655.711828258347,transit,13.510440140098407,0.31390773698245156
צבעון,1213,ZIV'ON,2,הצפון,24,עכו,244.0,1.0,מועצה אזורית הגליל העליון,,1.0,338.0,338.0,312.0,0.0,1980,330,15.0,2392377000.0,758.0,253.0,10004528.0,2021,Ziv'on,211.0,35.41608709115647,33.02492853099239,"33.0249,35.4161",96852,9880,"Hof HaCarmel Regional Council, Israel","8860, Tziv'on, Israel",45305.36363494955,transit,16.50802723540672,0.467779329646776
צובה,465,ZOVA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,623.0,623.0,603.0,0.0,1948,330,15.0,2114063231.0,723.0,151.0,15000597.0,2021,Zova,,35.119382794519105,31.783457771667653,"31.7835,35.1194",138206,8326,"Hof HaCarmel Regional Council, Israel","צובה 1, Zuba, Israel",113900.21824311538,transit,49.24823272582457,0.8241336717878773
צוחר,1136,ZOHAR,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,475.0,474.0,446.0,1.0,1973,350,,1452657190.0,135.0,651.0,10001893.0,2021,Zohar,620.0,34.425643781597834,31.236302987403494,"31.2363,34.4256",198620,13937,"Hof HaCarmel Regional Council, Israel","Strauss Factory/Tzochar, Tzohar, Israel",182726.7634283834,transit,47.199278778946706,0.9199816908084956
צופר,1150,ZOFAR,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,464.0,463.0,451.0,1.0,1970,310,1.0,2171749669.0,-2.0,657.0,10001918.0,2021,Zofar,610.0,35.18060932325896,30.560291352480622,"30.5603,35.1806",308580,19640,"Hof HaCarmel Regional Council, Israel","Tzofar Center, Tzofar, Israel",249963.6447106813,transit,45.81818334819006,0.8100448658716745
צוקי ים,1102,ZUQI YAM,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,301.0,301.0,297.0,0.0,1956,350,,1869369644.0,30.0,409.0,10002089.0,2021,Zuqi Yam,,34.858865103327425,32.36133661887844,"32.3613,34.8589",44516,4144,"Hof HaCarmel Regional Council, Israel","Derech HaShunit 23, Tsukei Yam, Israel",51130.7981212678,transit,44.418647016545385,1.1485937218363689
צוקים,1262,ZUQIM,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,346.0,346.0,331.0,0.0,1983,370,,2157948903.0,44.0,657.0,10001918.0,2021,Zuqim,610.0,35.166252430747804,30.49119347278291,"30.4912,35.1663",317724,20576,"Hof HaCarmel Regional Council, Israel","34, Tzukim, Israel",257549.2882134007,transit,45.06111185693247,0.81060696772482
צור נתן,1148,ZUR NATAN,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,141.0,1.0,298.0,298.0,295.0,0.0,1970,320,9.0,2014368303.0,184.0,417.0,10002155.0,2021,Zur Natan,410.0,35.013173414234416,32.24073838602811,"32.2407,35.0132",79933,6495,"Hof HaCarmel Regional Council, Israel","3, Tzur Natan, Israel",62577.97695510045,transit,34.685252815760066,0.7828803742521918
צוריאל,774,ZURI'EL,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,392.0,388.0,381.0,4.0,1950,310,1.0,2296776797.0,635.0,255.0,10004484.0,2021,Zuri'el,212.0,35.3137401106438,33.00675639630498,"33.0068,35.3137",80113,8885,"Hof HaCarmel Regional Council, Israel","37, Tzuriel, Israel",36358.23931643387,transit,14.731531968391891,0.4538369467681134
צורית,1221,ZURIT,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,241.0,1.0,943.0,942.0,910.0,1.0,1981,370,9.0,2238775641.0,343.0,205.0,10004465.0,2021,Zurit,210.0,35.251617597184264,32.902562001773816,"32.9026,35.2516",58555,7967,"Hof HaCarmel Regional Council, Israel","Ha-Alon St 615, Tzurit, Israel",25226.013011716197,transit,11.398725598365546,0.43080886366179144
צפרירים,1079,ZAFRIRIM,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,416.0,416.0,412.0,0.0,1958,310,1.0,1947461865.0,329.0,151.0,15000597.0,2021,Zafririm,,34.943833879615035,31.660027591164695,"31.6600,34.9438",193452,14368,"Hof HaCarmel Regional Council, Israel","37, Tzafririm, Israel",127294.79227105546,transit,31.894574900876925,0.6580174527585936
צרעה,567,ZOR'A,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,947.0,947.0,934.0,0.0,1948,330,15.0,1971663005.0,206.0,151.0,15000597.0,2021,Zor'a,,34.96909048684271,31.762887221528853,"31.7629,34.9691",125861,10009,"Hof HaCarmel Regional Council, Israel","מצופות 23, צרעה, 9980300, Israel",115770.97153528644,transit,41.64007368638537,0.919831969675169
קבוצת יבנה,334,QEVUZAT YAVNE,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,957.0,957.0,956.0,0.0,1941,330,3.0,1735563595.0,50.0,456.0,10001821.0,2021,Qevuzat Yavne,420.0,34.719601734687515,31.815389792686098,"31.8154,34.7196",115196,10376,"Hof HaCarmel Regional Council, Israel","RP89+9X, Kvutzat Yavne, Israel",113181.5812875097,transit,39.26886012288309,0.9825131192707186
קדמת צבי,4025,QIDMAT ZEVI,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,537.0,537.0,505.0,0.0,1985,310,7.0,2655377065.0,474.0,219.0,10004579.0,2021,Qidmat Zevi,211.0,35.697613041847895,33.02999418909589,"33.0300,35.6976",131815,10429,"Hof HaCarmel Regional Council, Israel","58, Kidmat Tsvi",69064.16007084485,transit,23.840346749932063,0.5239476544463442
קדרים,1211,QADDARIM,2,הצפון,21,צפת,214.0,1.0,מועצה אזורית הגליל העליון,,1.0,293.0,293.0,289.0,0.0,1980,330,15.0,2447075593.0,108.0,253.0,10004552.0,2021,Qaddarim,211.0,35.47424838301786,32.89795169794928,"32.8980,35.4742",84663,5903,"Hof HaCarmel Regional Council, Israel","Office, Kadarim, Israel",44741.45929999852,transit,27.28599923428675,0.5284653189704891
קוממיות,766,QOMEMIYYUT,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,555.0,555.0,555.0,0.0,1950,310,19.0,1745361889.0,70.0,631.0,10001813.0,2021,Qomemiyyut,,34.730735221915516,31.66157904309716,"31.6616,34.7307",176985,11844,"Hof HaCarmel Regional Council, Israel","129, Komemiyut, Israel",129639.08399360755,transit,39.40397689775306,0.7324862784620592
קורנית,1179,QORANIT,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,915.0,915.0,888.0,0.0,1982,370,10.0,2239674988.0,442.0,205.0,10004513.0,2021,Qoranit,210.0,35.252547750487665,32.84368166306087,"32.8437,35.2525",66804,5947,"Hof HaCarmel Regional Council, Israel","37, Koranit, Israel",23222.406041124163,transit,14.057619261484275,0.34761999343039585
קטורה,1052,QETURA,6,הדרום,62,באר שבע,625.0,53.0,מועצה אזורית חבל אילות,,1.0,507.0,506.0,469.0,1.0,1970,330,15.0,2056143125.0,114.0,608.0,10001955.0,2021,Qetura,610.0,35.06097880721399,29.96991224390889,"29.9699,35.0610",367279,23002,"Hof HaCarmel Regional Council, Israel","Ktora, Ketura, Israel",315120.0058018145,transit,49.318842747871145,0.8579853620866276
קלחים,414,QELAHIM,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,679.0,678.0,673.0,1.0,1954,310,10.0,1694059538.0,170.0,651.0,10001930.0,2021,Qelahim,620.0,34.677838265158336,31.449345602441824,"31.4493,34.6778",183347,14262,"Hof HaCarmel Regional Council, Israel","54, Klahim, Israel",153764.13434692554,transit,38.81299142118441,0.8386509424584287
קליה,3601,QALYA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,489.0,483.0,469.0,6.0,1968,330,15.0,2443462865.0,-361.0,713.0,10003314.0,2021,Qalya,710.0,35.4670660505657,31.750207946719144,"31.7502,35.4671",186124,10787,"Hof HaCarmel Regional Council, Israel","Kalya/Center, Kalya",124797.54299800923,transit,41.64931443337659,0.6705075272292087
קלע,4024,QELA,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,390.0,390.0,353.0,0.0,1984,370,9.0,2642178191.0,642.0,219.0,10004579.0,2021,Qela,211.0,35.68403490693119,33.13157195930975,"33.1316,35.6840",154977,10212,"Hof HaCarmel Regional Council, Israel","145, Bruchim Qela' Alon",72803.64298913296,transit,25.665209044347694,0.46977063041053163
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,169.0,166.0,155.0,3.0,1952,340,,2099563543.0,716.0,151.0,10002475.0,2021,Qiryat Ye'arim(Institute),,35.10404344470284,31.811583945477594,"31.8116,35.1040",133674,8405,"Hof HaCarmel Regional Council, Israel","Ha-Limon St 7, Abu Ghosh, Israel",110659.94738467275,transit,47.39747895119832,0.8278344882675222
קריית נטפים,3746,QIRYAT NETAFIM,7,אזור יהודה ושומרון,73,טול כרם,,72.0,מועצה אזורית שומרון,145.0,1.0,991.0,991.0,990.0,0.0,1983,370,2.0,2107066931.0,429.0,710.0,15004488.0,2021,Qiryat Netafim,710.0,35.111657683050275,32.11712433786883,"32.1171,35.1117",99454,9740,"Hof HaCarmel Regional Council, Israel","37, Kiryat Netafim",76931.03311946131,transit,28.43446809343539,0.7735338258839394
קריית ענבים,78,QIRYAT ANAVIM,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,456.0,449.0,407.0,7.0,1920,330,15.0,2114163531.0,677.0,151.0,10002475.0,2021,Qiryat Anavim,,35.11946363645262,31.81051296450637,"31.8105,35.1195",131974,7398,"Hof HaCarmel Regional Council, Israel","Kiryat Anavim Center, Kiryat Anavim, Israel",110905.30994297555,transit,53.96852065351609,0.8403572669084483
קריית שלמה,412,QIRYAT SHELOMO,4,המרכז,41,השרון,411.0,19.0,מועצה אזורית חוף השרון,141.0,1.0,207.0,202.0,152.0,5.0,1945,340,,1871368234.0,28.0,401.0,15000060.0,2021,Qiryat Shelomo,,34.86146905357395,32.2341955590451,"32.2342,34.8615",,,"Hof HaCarmel Regional Council, Israel","32.2342,34.8615",64791.09286288109,transit,,
קשת,4006,QESHET,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,863.0,863.0,863.0,0.0,1974,320,2.0,2759176514.0,701.0,219.0,10004579.0,2021,Qeshet,211.0,35.808376868423764,32.979826605060005,"32.9798,35.8084",143196,11903,"Hof HaCarmel Regional Council, Israel","211, Keshet",77199.96117025384,transit,23.348723869017377,0.5391209333378993
ראס אל-עין,1334,RAS AL-EIN,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,2.0,410.0,0.0,0.0,410.0,,450,,2351775772.0,222.0,205.0,10004465.0,2021,Ras Al-Ein,210.0,35.372421678351685,32.91427001331834,"32.9143,35.3724",94069,9368,"Hof HaCarmel Regional Council, Israel","Ras Al-Ain Intersection, Ras al-Ein, Israel",36139.89338364837,transit,13.88808883231577,0.38418494279357035
ראס עלי,990,RAS ALI,3,חיפה,31,חיפה,311.0,12.0,מועצה אזורית זבולון,222.0,2.0,656.0,0.0,0.0,656.0,,450,,2147974196.0,63.0,301.0,10004207.0,2021,Ras Ali,310.0,35.15463716136186,32.772266883754526,"32.7723,35.1546",49404,6940,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Ras Ali, Israel",14080.236313481375,transit,7.303868981056621,0.28500194950776
ראש צורים,3602,ROSH ZURIM,7,אזור יהודה ושומרון,76,בית לחם,,76.0,מועצה אזורית גוש עציון,445.0,1.0,948.0,948.0,948.0,0.0,1969,330,3.0,2119361950.0,918.0,714.0,15000586.0,2021,Rosh Zurim,,35.125076927788015,31.667934700726615,"31.6679,35.1251",166860,9390,"Hof HaCarmel Regional Council, Israel","Office, Rosh Tzurim",126743.18467541243,transit,48.59163629728272,0.7595779975752872
רבדים,564,REVADIM,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,825.0,825.0,816.0,0.0,1948,330,15.0,1826563130.0,79.0,632.0,10001821.0,2021,Revadim,420.0,34.81588458957488,31.77378504109125,"31.7738,34.8159",152953,9916,"Hof HaCarmel Regional Council, Israel","Revadim, Revadim, Israel",115924.49986521287,transit,42.08634525158999,0.7579092915157785
רביד,1225,RAVID,2,הצפון,22,כנרת,222.0,6.0,מועצה אזורית עמק הירדן,,1.0,143.0,142.0,141.0,1.0,1981,330,15.0,2437875070.0,164.0,214.0,10004552.0,2021,Ravid,214.0,35.4642777969996,32.850814930176874,"32.8508,35.4643",91399,6130,"Hof HaCarmel Regional Council, Israel","Ravid Center, Ravid, Israel",42895.14920905157,transit,25.191278491449534,0.469317489349463
רגבים,444,REGAVIM,3,חיפה,32,חדרה,323.0,14.0,מועצה אזורית מנשה,,1.0,528.0,528.0,518.0,0.0,1948,330,15.0,2034971441.0,99.0,351.0,10004233.0,2021,Regavim,,35.03450209880502,32.523739034738895,"32.5237,35.0345",31923,6618,"Hof HaCarmel Regional Council, Israel","נחל ליד רגבים, ליד, Regavim, Israel",31202.172157370704,transit,16.97307642286711,0.9774197963026878
רווחה,2051,REWAHA,6,הדרום,61,אשקלון,612.0,34.0,מועצה אזורית שפיר,,1.0,567.0,567.0,567.0,0.0,1953,310,2.0,1747761753.0,84.0,631.0,10001813.0,2021,Rewaha,,34.733327593340434,31.64932355189341,"31.6493,34.7333",172958,11475,"Hof HaCarmel Regional Council, Israel","41, Revaha, Israel",130926.02247052801,transit,41.074830578989186,0.7569815936269384
רוויה,2016,REWAYA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,444.0,441.0,437.0,3.0,1952,310,2.0,2447470611.0,-109.0,202.0,10004568.0,2021,Rewaya,214.0,35.47332671436595,32.44872223175048,"32.4487,35.4733",96539,9347,"Hof HaCarmel Regional Council, Israel","128, Revaya, 10900, Israel",58735.130095142944,transit,22.6218538934968,0.6084083126523264
רוחמה,362,RUHAMA,6,הדרום,61,אשקלון,614.0,37.0,מועצה אזורית שער הנגב,,1.0,751.0,715.0,680.0,36.0,1944,330,15.0,1721160075.0,165.0,651.0,10001829.0,2021,Ruhama,620.0,34.706090532852706,31.49788895557263,"31.4979,34.7061",168444,12870,"Hof HaCarmel Regional Council, Israel","Kibbutz Ruhama - Dining Room, Kibbutz Ruhama, Israel",147945.60446804843,transit,41.38338586518837,0.8783073571516257
רועי,3619,RO'I,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,171.0,165.0,164.0,6.0,1976,310,10.0,2463068380.0,30.0,712.0,10003299.0,2021,Ro'i,710.0,35.48928554433868,32.247505573086954,"32.2475,35.4893",175847,13032,"Hof HaCarmel Regional Council, Israel",Ro'I A,76502.1274713373,transit,21.13318438434732,0.4350493751462197
רותם,3782,ROTEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,262.0,262.0,262.0,0.0,1983,370,,2490869373.0,-70.0,712.0,10003299.0,2021,Rotem,710.0,35.51909359739849,32.33697982183362,"32.3370,35.5191",,,"Hof HaCarmel Regional Council, Israel","32.337,35.5191",70560.3351293992,transit,,
רחוב,854,REHOV,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,406.0,406.0,406.0,0.0,1951,310,2.0,2462270634.0,-122.0,202.0,10004568.0,2021,Rehov,214.0,35.489072506971226,32.45076162789797,"32.4508,35.4891",93968,8063,"Hof HaCarmel Regional Council, Israel","133, Rehov, Israel",59686.13086443392,transit,26.648898810859745,0.6351750687939929
רחלים,3822,REHELIM,7,אזור יהודה ושומרון,72,שכם,,72.0,מועצה אזורית שומרון,,1.0,975.0,975.0,975.0,0.0,2013,370,11.0,2244166767.0,549.0,710.0,15004488.0,2021,Rehelim,710.0,35.25692231599628,32.10235798429837,"32.1024,35.2569",113287,10380,"Hof HaCarmel Regional Council, Israel",107,81369.07680818305,transit,28.220489066421866,0.7182560824117776
ריחן,3568,REHAN,7,אזור יהודה ושומרון,71,ג'נין,,72.0,מועצה אזורית שומרון,,1.0,384.0,384.0,363.0,0.0,1977,320,6.0,2129770830.0,362.0,710.0,15004488.0,2021,Rehan,710.0,35.13544526978208,32.468738664238785,"32.4687,35.1354",57186,5692,"Hof HaCarmel Regional Council, Israel","19, Reihan",39071.18776185766,transit,24.71122205598868,0.6832299472223562
רימונים,3565,RIMMONIM,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,445.0,1.0,715.0,709.0,679.0,6.0,1977,370,10.0,2323664896.0,668.0,711.0,10003299.0,2021,Rimmonim,710.0,35.34089756220521,31.93356743519173,"31.9336,35.3409",159714,13836,"Hof HaCarmel Regional Council, Israel",Rimonim/Office,101640.02764308477,transit,26.44580077443663,0.6363877158112925
רם-און,1069,RAM-ON,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,984.0,984.0,978.0,0.0,1960,310,1.0,2246471474.0,79.0,204.0,10004394.0,2021,Ram-On,213.0,35.25961593523006,32.52681738745179,"32.5268,35.2596",78204,6691,"Hof HaCarmel Regional Council, Israel","44, Ram-On, Israel",38708.69163199302,transit,20.826676113462092,0.4949707384787609
רמות,4702,RAMOT,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,544.0,544.0,531.0,0.0,1970,310,1.0,2627375064.0,-10.0,219.0,10004579.0,2021,Ramot,211.0,35.666703072525095,32.84968981452139,"32.8497,35.6667",142726,11095,"Hof HaCarmel Regional Council, Israel","Yarden St 37, Ramot",61700.004825815806,transit,20.019830317524733,0.4322968823186792
רמות מאיר,735,RAMOT ME'IR,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,755.0,753.0,747.0,2.0,1949,310,1.0,1865064238.0,82.0,426.0,10002241.0,2021,Ramot Me'ir,,34.85615262580316,31.873823944110384,"31.8738,34.8562",120269,12458,"Hof HaCarmel Regional Council, Israel","Derech HaHamamot 63, Ramot Me'ir, Israel",104363.82998840747,transit,30.158114300711745,0.867753369433582
רמות נפתלי,372,RAMOT NAFTALI,2,הצפון,21,צפת,212.0,55.0,מועצה אזורית מבואות החרמון,,1.0,545.0,545.0,528.0,0.0,1945,310,1.0,2520277853.0,436.0,253.0,10004591.0,2021,Ramot Naftali,211.0,35.553285266085396,33.10153116706869,"33.1015,35.5533",132830,9438,"Hof HaCarmel Regional Council, Israel","6, Ramot Naftali, Israel",60666.84673203644,transit,23.140564551317144,0.4567254892120488
רמת דוד,135,RAMAT DAWID,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,542.0,542.0,531.0,0.0,1926,330,15.0,2192073153.0,80.0,254.0,10004411.0,2021,Ramat Dawid,213.0,35.20170826411784,32.6782288332304,"32.6782,35.2017",49654,5526,"Hof HaCarmel Regional Council, Israel","234, Ramat David, Israel",22803.883569544494,transit,14.85595020817231,0.459255720980072
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,784.0,784.0,784.0,0.0,1968,320,2.0,2759575016.0,429.0,219.0,10004579.0,2021,Ramat Magshimim,211.0,35.80788764620815,32.84476057168893,"32.8448,35.8079",140755,11039,"Hof HaCarmel Regional Council, Israel","13, Ramat Magshimim",74820.774956742,transit,24.400288961343524,0.5315674395704735
רמת צבי,339,RAMAT ZEVI,2,הצפון,23,יזרעאל,233.0,8.0,מועצה אזורית הגלבוע,,1.0,764.0,759.0,748.0,5.0,1942,310,1.0,2391272193.0,53.0,204.0,10004394.0,2021,Ramat Zevi,213.0,35.41389048500081,32.59148923610212,"32.5915,35.4139",87284,8975,"Hof HaCarmel Regional Council, Israel","62, Ramat Tzvi, Israel",44649.47158898487,transit,17.909537350456326,0.5115424543900928
רמת רזיאל,460,RAMAT RAZI'EL,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,662.0,662.0,641.0,0.0,1948,310,9.0,2070263124.0,717.0,151.0,15000597.0,2021,Ramat Razi'el,,35.07315285963465,31.773768834959295,"31.7738,35.0732",149129,9569,"Hof HaCarmel Regional Council, Israel","Oren St 26, Ramat Raziel, Israel",114661.52360271596,transit,43.137369105421406,0.7688747567724317
רמת רחל,127,RAMAT RAHEL,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,557.0,557.0,544.0,0.0,1926,330,15.0,2207962742.0,788.0,151.0,15000705.0,2021,Ramat Rahel,,35.21851487955645,31.739385213608244,"31.7394,35.2185",148623,9383,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Ramat Rachel, Israel",119957.95211589565,transit,46.024579304830475,0.8071291261507011
רנן,789,RANNEN,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,717.0,717.0,708.0,0.0,1950,310,1.0,1620658307.0,104.0,651.0,10001893.0,2021,Rannen,620.0,34.601333468406985,31.33798779104845,"31.3380,34.6013",182166,14968,"Hof HaCarmel Regional Council, Israel","137, Ranen, Israel",167416.28929686564,transit,40.26580982554225,0.9190314839040525
רעים,713,RE'IM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,433.0,432.0,402.0,1.0,1949,330,15.0,1485858842.0,49.0,651.0,10001893.0,2021,Re'im,620.0,34.459317580822834,31.38549170788395,"31.3855,34.4593",171247,11423,"Hof HaCarmel Regional Council, Israel","Re'im, Re'im, Israel",165949.74933124165,transit,52.29966712706557,0.9690666074806662
רתמים,1260,RETAMIM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,608.0,608.0,608.0,0.0,1983,320,15.0,1703255151.0,260.0,620.0,10001918.0,2021,Retamim,610.0,34.68966742075687,31.0537308652993,"31.0537,34.6897",254077,14172,"Hof HaCarmel Regional Council, Israel","דרך הבשור, Retamim, Israel",196880.6179246506,transit,50.012011327176275,0.7748856367347324
שאר ישוב,324,SHE'AR YASHUV,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,630.0,630.0,604.0,0.0,1940,310,6.0,2606679242.0,129.0,253.0,10004591.0,2021,She'ar Yashuv,211.0,35.646468619351744,33.22647215519797,"33.2265,35.6465",144186,10554,"Hof HaCarmel Regional Council, Israel","Palgei Mayim St 34, She'ar Yashuv, Israel",75818.71424444702,transit,25.861983255638552,0.5258396393855647
שבי דרום,1377,SHAVE DAROM,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,405.0,405.0,405.0,0.0,2017,310,,1657359723.0,143.0,651.0,10001930.0,2021,Shave Darom,620.0,34.63913049547089,31.465865165793556,"31.4659,34.6391",172175,12447,"Hof HaCarmel Regional Council, Israel","Nir Akiva Junction, Israel",152753.9214057384,transit,44.1804544918983,0.8872015182560673
שדה אילן,721,SEDE ILAN,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,658.0,658.0,658.0,0.0,1949,310,2.0,2399773935.0,196.0,206.0,10004552.0,2021,Sede Ilan,214.0,35.42332697553725,32.74855119687763,"32.7486,35.4233",83954,7175,"Hof HaCarmel Regional Council, Israel","73, Sde Ilan, Israel",39245.83653415845,transit,19.69129080459518,0.46746833425636003
שדה אליהו,304,SEDE ELIYYAHU,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,694.0,694.0,689.0,0.0,1939,330,3.0,2485370519.0,-191.0,202.0,10004568.0,2021,Sede Eliyyahu,214.0,35.51360363019992,32.44033377267719,"32.4403,35.5136",98770,8882,"Hof HaCarmel Regional Council, Israel","שדה אליהו, Sde Eliyahu, Israel",62185.04025906925,transit,25.20447477287202,0.6295944138814341
